output_file,source_phoneme,source_noise,snr_db,time_stretch,noise_start_time
अः_aug_1950.wav,अः_female-1_003.wav,451381__kyles__fish-market-ext-busy-active8-ice-coolers-voices-children-and-distant-throaty-boats-india.flac,7.57,1.04,20.79
अः_aug_1951.wav,अः_female-1_003.wav,436788__roboroo__murder-of-crows.wav,14.55,1.02,10.82
अः_aug_1952.wav,अः_male-4_018.wav,466270__kevp888__mvi_7516_in_kolkatamullikghat.mp3,8.81,1.01,20.85
अः_aug_1953.wav,अः_female-6_021.wav,725637__virgile_loiseau__warehouse-siren-from-a-market-in-a-small-town.wav,10.60,0.93,43.20
अः_aug_1954.wav,अः_female-1_005.wav,756723__evanboyerman__bathroom-ceiling-vent-fan-mono.wav,18.43,0.94,36.19
अः_aug_1955.wav,अः_male-5_029.wav,725411__virgile_loiseau__market-in-a-small-village-calling-motorcycle-horns-people-speaker-near.wav,17.58,1.09,112.06
अः_aug_1956.wav,अः_female-6_024.wav,65855__bosone__indian-children-street-voices.wav,3.99,0.99,16.30
अः_aug_1957.wav,अः_female-1_006.wav,462494__rucisko__busy-city-05.wav,13.64,1.08,19.29
अः_aug_1958.wav,अः_male-2_007.wav,451528__kyles__traffic-medium-throaty-nearby-covered-sidewalk-cavernous-acoustic-street-market-hall-people-and-movement-india.flac,13.10,1.07,27.55
अः_aug_1959.wav,अः_female-4_010.wav,725411__virgile_loiseau__market-in-a-small-village-calling-motorcycle-horns-people-speaker-near.wav,11.69,1.03,59.57
अः_aug_1960.wav,अः_male-7_001.wav,125981__xserra__temple-iit-mumbai.wav,10.58,1.01,228.20
अः_aug_1961.wav,अः_female-4_012.wav,95714__snotch__07091704_indiazanskarrangdum_cowecho.wav,8.75,1.00,35.47
अः_aug_1962.wav,अः_male-7_001.wav,263635__alcappuccino__india-trivandrum-street-market-voices-indistinguishable-music-traffic-tuktuks-honking.wav,7.34,0.91,52.83
अः_aug_1963.wav,अः_female-1_004.wav,451364__kyles__demolition-construction-site-machines-diggers-working-and-nearby-crowd-voices-india.flac,14.40,1.08,459.97
अः_aug_1964.wav,अः_female-5_025.wav,465693__nielsvdb__old-delhi-street-ambience-02.wav,14.22,1.00,23.67
अः_aug_1965.wav,अः_female-1_005.wav,562154__anzbot__riding-on-a-bus-in-india.mp3,0.08,0.94,0.55
अः_aug_1966.wav,अः_female-6_021.wav,125981__xserra__temple-iit-mumbai.wav,6.63,0.94,142.01
अः_aug_1967.wav,अः_female-6_023.wav,437345__giddster__crows-cawing.wav,1.94,0.97,15.74
अः_aug_1968.wav,अः_female-5_026.wav,417625__martinsadoux__india-calcutta-the-workers-take-out-of-the-factory-and-join-them-bikes.wav,15.08,0.90,34.13
अः_aug_1969.wav,अः_female-1_004.wav,437345__giddster__crows-cawing.wav,19.53,0.95,21.43
अः_aug_1970.wav,अः_male-4_019.wav,327449__seventhsamurai__old-noisy-ceiling-fan-roomtone.wav,7.25,1.00,2.44
अः_aug_1971.wav,अः_male-5_029.wav,95714__snotch__07091704_indiazanskarrangdum_cowecho.wav,2.21,1.03,22.64
अः_aug_1972.wav,अः_female-6_024.wav,436788__roboroo__murder-of-crows.wav,13.96,0.92,9.75
अः_aug_1973.wav,अः_female-5_028.wav,439983__kevp888__br_012_india_agra.mp3,9.23,1.10,66.79
अः_aug_1974.wav,अः_male-7_001.wav,516655__soundensemble__39-se-4ch-delhi-atmo-street-traffic-horns-walk-hindu-voices-bazaar.wav,17.92,1.07,54.93
अः_aug_1975.wav,अः_female-4_014.wav,440148__kevp888__br_061_india_varanasi.mp3,6.59,1.05,32.19
अः_aug_1976.wav,अः_female-4_010.wav,436788__roboroo__murder-of-crows.wav,15.84,1.09,16.79
अः_aug_1977.wav,अः_female-4_014.wav,263635__alcappuccino__india-trivandrum-street-market-voices-indistinguishable-music-traffic-tuktuks-honking.wav,14.59,0.99,11.47
अः_aug_1978.wav,अः_female-4_014.wav,451381__kyles__fish-market-ext-busy-active8-ice-coolers-voices-children-and-distant-throaty-boats-india.flac,16.14,0.94,37.05
इ_aug_461.wav,इ_female-5_061.wav,465693__nielsvdb__old-delhi-street-ambience-02(1).wav,7.64,1.03,49.03
इ_aug_462.wav,इ_female-7_019.wav,439983__kevp888__br_012_india_agra.mp3,10.29,1.07,50.57
इ_aug_463.wav,इ_female-7_032.wav,345313__embracetheart__city-traffic-outdoor.wav,13.70,1.05,13.23
इ_aug_464.wav,इ_male-3_007.wav,186745__calcuttan__kali-temple-soundscape.wav,10.35,0.90,136.62
इ_aug_465.wav,इ_male-1_067.wav,263627__alcappuccino__india-streets-agra-city-horses-children-traffic-pedestrians.wav,7.93,1.05,116.30
इ_aug_466.wav,इ_female-4_042.wav,423509__martinsadoux__india-small-street-neighbourhood-voices.wav,11.10,1.03,94.60
इ_aug_467.wav,इ_female-7_022.wav,437345__giddster__crows-cawing.wav,14.78,1.02,32.52
इ_aug_468.wav,इ_female-7_031.wav,725411__virgile_loiseau__market-in-a-small-village-calling-motorcycle-horns-people-speaker-near.wav,19.31,0.96,113.25
इ_aug_469.wav,इ_female-2_039.wav,516655__soundensemble__39-se-4ch-delhi-atmo-street-traffic-horns-walk-hindu-voices-bazaar.wav,19.09,1.05,8.77
इ_aug_470.wav,इ_female-7_023.wav,345313__embracetheart__city-traffic-outdoor.wav,12.66,0.90,8.05
इ_aug_471.wav,इ_female-3_049.wav,436788__roboroo__murder-of-crows.wav,13.36,1.05,8.96
इ_aug_472.wav,इ_female-7_019.wav,585731__seventhsamurai__ext-mumbai-city-traffic-ambience.wav,14.85,1.01,49.71
इ_aug_473.wav,इ_female-7_029.wav,440148__kevp888__br_061_india_varanasi.mp3,9.51,0.91,1.28
इ_aug_474.wav,इ_female-6_057.wav,65185__carbilicon__india-man-2.wav,8.83,1.01,20.36
इ_aug_475.wav,इ_female-7_018.wav,261867__bohitomi__hindu-ritual-puja-in-the-temple-with-bells.wav,14.42,1.03,241.39
इ_aug_476.wav,इ_female-6_056.wav,466270__kevp888__mvi_7516_in_kolkatamullikghat.mp3,14.09,0.91,2.32
इ_aug_477.wav,इ_male-3_002.wav,261867__bohitomi__hindu-ritual-puja-in-the-temple-with-bells.wav,15.07,0.93,477.30
इ_aug_478.wav,इ_female-6_058.wav,518586__psubhashish__construction-workers-are-back-after-the-covid-19-lockdown-is-relaxed.wav,15.75,0.92,50.41
इ_aug_479.wav,इ_male-3_002.wav,417625__martinsadoux__india-calcutta-the-workers-take-out-of-the-factory-and-join-them-bikes.wav,7.06,1.01,167.75
इ_aug_480.wav,इ_male-3_005.wav,417625__martinsadoux__india-calcutta-the-workers-take-out-of-the-factory-and-join-them-bikes.wav,4.54,1.06,173.43
इ_aug_481.wav,इ_female-7_033.wav,466270__kevp888__mvi_7516_in_kolkatamullikghat.mp3,16.35,0.91,15.00
इ_aug_482.wav,इ_female-7_032.wav,465693__nielsvdb__old-delhi-street-ambience-02(1).wav,10.08,1.04,31.47
इ_aug_483.wav,इ_female-7_031.wav,756723__evanboyerman__bathroom-ceiling-vent-fan-mono.wav,13.38,0.92,26.35
इ_aug_484.wav,इ_female-7_026.wav,437345__giddster__crows-cawing.wav,10.92,1.06,18.79
इ_aug_485.wav,इ_female-6_060.wav,125981__xserra__temple-iit-mumbai.wav,19.26,1.07,111.50
इ_aug_486.wav,इ_female-4_045.wav,417625__martinsadoux__india-calcutta-the-workers-take-out-of-the-factory-and-join-them-bikes.wav,2.59,0.95,2.70
इ_aug_487.wav,इ_female-6_054.wav,261867__bohitomi__hindu-ritual-puja-in-the-temple-with-bells.wav,13.97,1.03,30.06
इ_aug_488.wav,इ_male-1_066.wav,65855__bosone__indian-children-street-voices.wav,1.01,1.07,23.03
इ_aug_489.wav,इ_female-7_017.wav,466270__kevp888__mvi_7516_in_kolkatamullikghat.mp3,10.55,0.94,20.00
इ_aug_490.wav,इ_female-7_025.wav,516655__soundensemble__39-se-4ch-delhi-atmo-street-traffic-horns-walk-hindu-voices-bazaar.wav,3.08,1.07,69.26
इ_aug_491.wav,इ_male-3_007.wav,65855__bosone__indian-children-street-voices.wav,0.85,1.06,6.37
इ_aug_492.wav,इ_male-1_066.wav,439983__kevp888__br_012_india_agra.mp3,16.27,0.93,27.53
इ_aug_493.wav,इ_male-1_068.wav,451528__kyles__traffic-medium-throaty-nearby-covered-sidewalk-cavernous-acoustic-street-market-hall-people-and-movement-india.flac,6.21,0.97,40.90
इ_aug_494.wav,इ_female-4_046.wav,65855__bosone__indian-children-street-voices.wav,9.92,0.95,24.69
इ_aug_495.wav,इ_female-7_030.wav,585731__seventhsamurai__ext-mumbai-city-traffic-ambience.wav,3.27,1.09,137.50
इ_aug_496.wav,इ_male-3_005.wav,756723__evanboyerman__bathroom-ceiling-vent-fan-mono.wav,2.81,0.97,1.13
इ_aug_497.wav,इ_female-4_044.wav,423509__martinsadoux__india-small-street-neighbourhood-voices.wav,14.84,1.04,15.79
इ_aug_498.wav,इ_female-7_027.wav,451381__kyles__fish-market-ext-busy-active8-ice-coolers-voices-children-and-distant-throaty-boats-india.flac,19.49,1.06,23.85
इ_aug_499.wav,इ_male-2_036.wav,276590__the_sound_side__indian-market.wav,8.66,1.05,157.12
इ_aug_500.wav,इ_female-7_020.wav,417625__martinsadoux__india-calcutta-the-workers-take-out-of-the-factory-and-join-them-bikes.wav,7.73,1.00,101.88
इ_aug_501.wav,इ_female-7_028.wav,181026__calcuttan__college-street.wav,19.86,0.96,45.85
इ_aug_502.wav,इ_female-6_057.wav,423509__martinsadoux__india-small-street-neighbourhood-voices.wav,6.58,1.02,266.71
इ_aug_503.wav,इ_male-3_009.wav,462494__rucisko__busy-city-05.wav,2.70,1.04,47.97
इ_aug_504.wav,इ_female-1_012.wav,725637__virgile_loiseau__warehouse-siren-from-a-market-in-a-small-town.wav,4.71,0.92,18.80
इ_aug_505.wav,इ_female-6_059.wav,516655__soundensemble__39-se-4ch-delhi-atmo-street-traffic-horns-walk-hindu-voices-bazaar.wav,2.33,0.99,17.42
इ_aug_506.wav,इ_male-3_007.wav,518676__psubhashish__bengaluru-is-becoming-busier-post-partial-relaxation-of-covid-19-lockdown-binaural-soundscape.wav,0.94,0.96,222.93
इ_aug_323.wav,इ_female-2_040.wav,451528__kyles__traffic-medium-throaty-nearby-covered-sidewalk-cavernous-acoustic-street-market-hall-people-and-movement-india.flac,3.22,1.01,51.16
इ_aug_324.wav,इ_female-7_030.wav,436788__roboroo__murder-of-crows.wav,14.18,1.06,6.19
इ_aug_325.wav,इ_female-2_038.wav,585731__seventhsamurai__ext-mumbai-city-traffic-ambience.wav,10.77,0.96,75.22
इ_aug_326.wav,इ_male-1_066.wav,465693__nielsvdb__old-delhi-street-ambience-02.wav,8.31,0.97,39.04
इ_aug_327.wav,इ_male-7_001.wav,436788__roboroo__murder-of-crows.wav,3.06,1.00,14.98
इ_aug_328.wav,इ_female-6_057.wav,562154__anzbot__riding-on-a-bus-in-india.mp3,14.44,1.01,1.00
इ_aug_329.wav,इ_female-7_030.wav,345313__embracetheart__city-traffic-outdoor.wav,5.22,1.01,9.90
इ_aug_330.wav,इ_male-7_001.wav,95714__snotch__07091704_indiazanskarrangdum_cowecho.wav,15.91,0.99,21.37
इ_aug_331.wav,इ_female-4_046.wav,417625__martinsadoux__india-calcutta-the-workers-take-out-of-the-factory-and-join-them-bikes.wav,9.97,1.00,220.64
इ_aug_332.wav,इ_female-5_063.wav,440148__kevp888__br_061_india_varanasi.mp3,6.96,1.10,18.47
इ_aug_333.wav,इ_female-7_017.wav,465693__nielsvdb__old-delhi-street-ambience-02(1).wav,13.85,1.06,26.34
इ_aug_334.wav,इ_female-7_020.wav,725637__virgile_loiseau__warehouse-siren-from-a-market-in-a-small-town.wav,3.08,0.96,28.29
इ_aug_335.wav,इ_male-3_007.wav,462494__rucisko__busy-city-05.wav,17.53,0.97,6.25
इ_aug_336.wav,इ_female-7_018.wav,95714__snotch__07091704_indiazanskarrangdum_cowecho.wav,3.82,0.99,21.53
इ_aug_337.wav,इ_female-3_051.wav,725411__virgile_loiseau__market-in-a-small-village-calling-motorcycle-horns-people-speaker-near.wav,19.54,0.95,118.76
इ_aug_338.wav,इ_female-4_044.wav,465693__nielsvdb__old-delhi-street-ambience-02.wav,9.70,1.00,42.27
इ_aug_339.wav,इ_male-2_036.wav,756723__evanboyerman__bathroom-ceiling-vent-fan-mono.wav,8.23,0.98,15.30
इ_aug_340.wav,इ_female-6_059.wav,327449__seventhsamurai__old-noisy-ceiling-fan-roomtone.wav,0.01,0.94,63.35
इ_aug_341.wav,इ_female-1_013.wav,725412__virgile_loiseau__market-in-a-small-village-calling-motorcycle-horns-people-speaker.wav,14.24,0.97,145.59
इ_aug_342.wav,इ_male-5_069.wav,65855__bosone__indian-children-street-voices.wav,14.79,1.01,6.08
इ_aug_343.wav,इ_female-7_031.wav,125981__xserra__temple-iit-mumbai.wav,18.89,1.04,237.74
इ_aug_344.wav,इ_female-2_038.wav,423509__martinsadoux__india-small-street-neighbourhood-voices.wav,7.52,0.97,231.52
इ_aug_345.wav,इ_female-6_059.wav,756723__evanboyerman__bathroom-ceiling-vent-fan-mono.wav,11.39,1.09,27.83
इ_aug_346.wav,इ_female-7_022.wav,436788__roboroo__murder-of-crows.wav,10.74,0.95,10.21
इ_aug_347.wav,इ_female-5_063.wav,65185__carbilicon__india-man-2.wav,16.54,1.00,30.85
इ_aug_348.wav,इ_male-3_006.wav,516655__soundensemble__39-se-4ch-delhi-atmo-street-traffic-horns-walk-hindu-voices-bazaar.wav,4.58,0.97,16.58
इ_aug_349.wav,इ_male-4_053.wav,451528__kyles__traffic-medium-throaty-nearby-covered-sidewalk-cavernous-acoustic-street-market-hall-people-and-movement-india.flac,3.19,1.03,88.93
इ_aug_350.wav,इ_female-6_058.wav,562154__anzbot__riding-on-a-bus-in-india.mp3,16.80,0.94,122.07
इ_aug_351.wav,इ_female-3_050.wav,756723__evanboyerman__bathroom-ceiling-vent-fan-mono.wav,12.48,0.99,5.63
इ_aug_352.wav,इ_male-1_066.wav,465693__nielsvdb__old-delhi-street-ambience-02.wav,9.54,1.02,22.50
इ_aug_353.wav,इ_male-3_003.wav,437345__giddster__crows-cawing.wav,7.65,1.01,16.94
इ_aug_354.wav,इ_female-3_051.wav,181026__calcuttan__college-street.wav,8.15,1.05,12.70
इ_aug_355.wav,इ_female-3_050.wav,65185__carbilicon__india-man-2.wav,11.07,0.95,3.49
इ_aug_356.wav,इ_male-7_001.wav,465693__nielsvdb__old-delhi-street-ambience-02(1).wav,6.22,0.91,51.85
इ_aug_357.wav,इ_male-3_006.wav,518586__psubhashish__construction-workers-are-back-after-the-covid-19-lockdown-is-relaxed.wav,11.27,1.04,96.26
इ_aug_358.wav,इ_female-6_060.wav,440148__kevp888__br_061_india_varanasi.mp3,15.47,0.98,50.77
इ_aug_359.wav,इ_male-4_052.wav,451381__kyles__fish-market-ext-busy-active8-ice-coolers-voices-children-and-distant-throaty-boats-india.flac,13.86,0.91,9.97
इ_aug_360.wav,इ_male-3_004.wav,95714__snotch__07091704_indiazanskarrangdum_cowecho.wav,12.13,0.91,10.93
इ_aug_361.wav,इ_female-7_022.wav,518586__psubhashish__construction-workers-are-back-after-the-covid-19-lockdown-is-relaxed.wav,18.21,1.05,55.75
इ_aug_362.wav,इ_female-5_061.wav,65855__bosone__indian-children-street-voices.wav,19.96,1.09,18.76
इ_aug_363.wav,इ_female-4_041.wav,436788__roboroo__murder-of-crows.wav,8.52,0.99,2.76
इ_aug_364.wav,इ_male-1_066.wav,725411__virgile_loiseau__market-in-a-small-village-calling-motorcycle-horns-people-speaker-near.wav,9.16,0.94,29.79
इ_aug_365.wav,इ_female-4_046.wav,65855__bosone__indian-children-street-voices.wav,10.60,1.09,18.02
इ_aug_366.wav,इ_female-6_056.wav,562154__anzbot__riding-on-a-bus-in-india.mp3,19.04,1.01,115.41
इ_aug_367.wav,इ_female-7_029.wav,518676__psubhashish__bengaluru-is-becoming-busier-post-partial-relaxation-of-covid-19-lockdown-binaural-soundscape.wav,18.14,0.98,36.57
इ_aug_368.wav,इ_female-7_016.wav,263627__alcappuccino__india-streets-agra-city-horses-children-traffic-pedestrians.wav,18.14,1.07,2.88
इ_aug_139.wav,इ_female-7_024.wav,263635__alcappuccino__india-trivandrum-street-market-voices-indistinguishable-music-traffic-tuktuks-honking.wav,1.17,0.96,25.31
इ_aug_140.wav,इ_female-6_058.wav,725637__virgile_loiseau__warehouse-siren-from-a-market-in-a-small-town.wav,12.21,0.91,65.16
इ_aug_141.wav,इ_female-6_058.wav,95714__snotch__07091704_indiazanskarrangdum_cowecho.wav,9.63,0.95,16.64
इ_aug_142.wav,इ_male-5_069.wav,95714__snotch__07091704_indiazanskarrangdum_cowecho.wav,16.08,0.98,41.49
इ_aug_143.wav,इ_female-7_023.wav,263635__alcappuccino__india-trivandrum-street-market-voices-indistinguishable-music-traffic-tuktuks-honking.wav,1.86,1.06,63.28
इ_aug_144.wav,इ_female-3_047.wav,437345__giddster__crows-cawing.wav,13.75,1.07,25.65
इ_aug_145.wav,इ_female-7_021.wav,345313__embracetheart__city-traffic-outdoor.wav,12.00,0.94,15.13
इ_aug_146.wav,इ_female-7_025.wav,65185__carbilicon__india-man-2.wav,18.98,0.93,5.68
इ_aug_147.wav,इ_female-7_025.wav,439983__kevp888__br_012_india_agra.mp3,14.27,0.97,70.97
इ_aug_148.wav,इ_female-2_038.wav,65855__bosone__indian-children-street-voices.wav,7.02,1.07,12.44
इ_aug_149.wav,इ_male-4_053.wav,440148__kevp888__br_061_india_varanasi.mp3,10.87,0.99,80.89
इ_aug_150.wav,इ_female-7_019.wav,439983__kevp888__br_012_india_agra.mp3,4.63,0.97,38.44
इ_aug_151.wav,इ_male-4_052.wav,756723__evanboyerman__bathroom-ceiling-vent-fan-mono.wav,11.06,1.10,7.55
इ_aug_152.wav,इ_female-7_027.wav,562154__anzbot__riding-on-a-bus-in-india.mp3,19.29,0.97,31.51
इ_aug_153.wav,इ_female-7_017.wav,125981__xserra__temple-iit-mumbai.wav,4.91,0.90,189.21
इ_aug_154.wav,इ_female-7_015.wav,437345__giddster__crows-cawing.wav,0.15,1.01,0.82
इ_aug_155.wav,इ_female-7_019.wav,516655__soundensemble__39-se-4ch-delhi-atmo-street-traffic-horns-walk-hindu-voices-bazaar.wav,11.29,0.91,33.40
इ_aug_156.wav,इ_female-1_012.wav,725412__virgile_loiseau__market-in-a-small-village-calling-motorcycle-horns-people-speaker.wav,13.40,1.05,3.43
इ_aug_157.wav,इ_female-7_024.wav,516655__soundensemble__39-se-4ch-delhi-atmo-street-traffic-horns-walk-hindu-voices-bazaar.wav,2.74,1.10,61.86
इ_aug_158.wav,इ_female-5_061.wav,417625__martinsadoux__india-calcutta-the-workers-take-out-of-the-factory-and-join-them-bikes.wav,6.60,1.06,10.35
इ_aug_159.wav,इ_male-5_069.wav,65185__carbilicon__india-man-2.wav,16.51,0.90,12.18
इ_aug_160.wav,इ_female-1_013.wav,436788__roboroo__murder-of-crows.wav,15.31,1.01,16.07
इ_aug_161.wav,इ_female-7_019.wav,466270__kevp888__mvi_7516_in_kolkatamullikghat.mp3,2.94,0.94,7.25
इ_aug_162.wav,इ_female-7_028.wav,125981__xserra__temple-iit-mumbai.wav,10.19,1.04,109.26
इ_aug_163.wav,इ_female-6_056.wav,725411__virgile_loiseau__market-in-a-small-village-calling-motorcycle-horns-people-speaker-near.wav,8.97,0.93,82.99
इ_aug_164.wav,इ_female-4_042.wav,451528__kyles__traffic-medium-throaty-nearby-covered-sidewalk-cavernous-acoustic-street-market-hall-people-and-movement-india.flac,16.04,1.04,90.25
इ_aug_165.wav,इ_female-6_058.wav,465693__nielsvdb__old-delhi-street-ambience-02.wav,4.74,0.99,52.51
इ_aug_166.wav,इ_female-2_038.wav,276590__the_sound_side__indian-market.wav,16.12,0.95,12.78
इ_aug_167.wav,इ_female-3_047.wav,327449__seventhsamurai__old-noisy-ceiling-fan-roomtone.wav,3.54,1.01,54.11
इ_aug_168.wav,इ_male-3_008.wav,186745__calcuttan__kali-temple-soundscape.wav,0.13,0.96,105.05
इ_aug_169.wav,इ_female-1_013.wav,439983__kevp888__br_012_india_agra.mp3,19.90,0.96,89.73
इ_aug_170.wav,इ_female-6_056.wav,327449__seventhsamurai__old-noisy-ceiling-fan-roomtone.wav,9.25,1.00,29.64
इ_aug_171.wav,इ_female-4_044.wav,725411__virgile_loiseau__market-in-a-small-village-calling-motorcycle-horns-people-speaker-near.wav,11.25,0.91,102.09
इ_aug_172.wav,इ_female-2_039.wav,466270__kevp888__mvi_7516_in_kolkatamullikghat.mp3,12.17,0.97,34.99
इ_aug_173.wav,इ_male-4_053.wav,585731__seventhsamurai__ext-mumbai-city-traffic-ambience.wav,7.16,0.92,75.11
इ_aug_174.wav,इ_female-5_065.wav,451381__kyles__fish-market-ext-busy-active8-ice-coolers-voices-children-and-distant-throaty-boats-india.flac,19.94,1.06,1.86
इ_aug_175.wav,इ_female-7_033.wav,186745__calcuttan__kali-temple-soundscape.wav,18.39,0.94,46.29
इ_aug_176.wav,इ_male-5_069.wav,518676__psubhashish__bengaluru-is-becoming-busier-post-partial-relaxation-of-covid-19-lockdown-binaural-soundscape.wav,7.52,0.93,172.74
इ_aug_177.wav,इ_male-7_001.wav,451528__kyles__traffic-medium-throaty-nearby-covered-sidewalk-cavernous-acoustic-street-market-hall-people-and-movement-india.flac,5.87,1.07,63.22
इ_aug_178.wav,इ_male-2_036.wav,516655__soundensemble__39-se-4ch-delhi-atmo-street-traffic-horns-walk-hindu-voices-bazaar.wav,8.55,1.00,53.41
इ_aug_179.wav,इ_female-7_027.wav,462494__rucisko__busy-city-05.wav,2.50,0.99,50.71
इ_aug_180.wav,इ_female-1_010.wav,466270__kevp888__mvi_7516_in_kolkatamullikghat.mp3,1.76,1.04,11.80
इ_aug_181.wav,इ_male-4_053.wav,585731__seventhsamurai__ext-mumbai-city-traffic-ambience.wav,12.17,0.99,38.58
इ_aug_182.wav,इ_female-5_065.wav,516655__soundensemble__39-se-4ch-delhi-atmo-street-traffic-horns-walk-hindu-voices-bazaar.wav,19.45,1.04,8.05
इ_aug_183.wav,इ_female-6_058.wav,725411__virgile_loiseau__market-in-a-small-village-calling-motorcycle-horns-people-speaker-near.wav,1.82,1.01,115.11
इ_aug_184.wav,इ_female-3_049.wav,451381__kyles__fish-market-ext-busy-active8-ice-coolers-voices-children-and-distant-throaty-boats-india.flac,17.45,1.01,10.41
इ_aug_1.wav,इ_male-5_069.wav,451364__kyles__demolition-construction-site-machines-diggers-working-and-nearby-crowd-voices-india.flac,10.86,1.08,37.93
इ_aug_2.wav,इ_female-7_023.wav,437345__giddster__crows-cawing.wav,4.43,0.93,17.45
इ_aug_3.wav,इ_female-7_022.wav,465693__nielsvdb__old-delhi-street-ambience-02(1).wav,0.87,1.01,54.70
इ_aug_4.wav,इ_male-3_004.wav,186745__calcuttan__kali-temple-soundscape.wav,2.58,1.03,60.65
इ_aug_5.wav,इ_female-4_042.wav,440148__kevp888__br_061_india_varanasi.mp3,7.00,0.94,54.47
इ_aug_6.wav,इ_female-1_013.wav,451364__kyles__demolition-construction-site-machines-diggers-working-and-nearby-crowd-voices-india.flac,19.83,0.98,52.75
इ_aug_7.wav,इ_female-3_048.wav,516655__soundensemble__39-se-4ch-delhi-atmo-street-traffic-horns-walk-hindu-voices-bazaar.wav,4.57,0.93,47.74
इ_aug_8.wav,इ_female-3_048.wav,261867__bohitomi__hindu-ritual-puja-in-the-temple-with-bells.wav,5.26,1.06,50.88
इ_aug_9.wav,इ_female-4_042.wav,518676__psubhashish__bengaluru-is-becoming-busier-post-partial-relaxation-of-covid-19-lockdown-binaural-soundscape.wav,13.02,0.92,26.71
इ_aug_10.wav,इ_female-7_022.wav,95714__snotch__07091704_indiazanskarrangdum_cowecho.wav,10.79,1.02,30.86
इ_aug_11.wav,इ_female-5_062.wav,465693__nielsvdb__old-delhi-street-ambience-02(1).wav,0.89,1.00,56.28
इ_aug_12.wav,इ_female-7_030.wav,465693__nielsvdb__old-delhi-street-ambience-02.wav,4.58,1.04,46.11
इ_aug_13.wav,इ_female-7_028.wav,585731__seventhsamurai__ext-mumbai-city-traffic-ambience.wav,0.44,0.97,51.24
इ_aug_14.wav,इ_female-1_010.wav,125981__xserra__temple-iit-mumbai.wav,16.67,0.98,233.14
इ_aug_15.wav,इ_male-3_002.wav,345313__embracetheart__city-traffic-outdoor.wav,7.63,0.99,28.29
इ_aug_16.wav,इ_female-4_045.wav,451381__kyles__fish-market-ext-busy-active8-ice-coolers-voices-children-and-distant-throaty-boats-india.flac,2.36,1.06,47.96
इ_aug_17.wav,इ_female-7_027.wav,465693__nielsvdb__old-delhi-street-ambience-02(1).wav,4.73,0.96,8.65
इ_aug_18.wav,इ_female-4_044.wav,725412__virgile_loiseau__market-in-a-small-village-calling-motorcycle-horns-people-speaker.wav,10.92,0.91,92.54
इ_aug_19.wav,इ_female-3_048.wav,462494__rucisko__busy-city-05.wav,11.24,0.92,44.91
इ_aug_20.wav,इ_female-3_048.wav,439983__kevp888__br_012_india_agra.mp3,0.21,1.01,1.84
इ_aug_21.wav,इ_male-1_068.wav,725411__virgile_loiseau__market-in-a-small-village-calling-motorcycle-horns-people-speaker-near.wav,6.51,1.02,3.90
इ_aug_22.wav,इ_female-4_046.wav,451381__kyles__fish-market-ext-busy-active8-ice-coolers-voices-children-and-distant-throaty-boats-india.flac,5.15,1.02,12.09
इ_aug_23.wav,इ_male-1_066.wav,462494__rucisko__busy-city-05.wav,7.18,0.99,48.43
इ_aug_24.wav,इ_female-7_030.wav,261867__bohitomi__hindu-ritual-puja-in-the-temple-with-bells.wav,11.53,1.00,320.07
इ_aug_25.wav,इ_female-7_030.wav,451381__kyles__fish-market-ext-busy-active8-ice-coolers-voices-children-and-distant-throaty-boats-india.flac,6.86,0.94,21.22
इ_aug_26.wav,इ_female-3_047.wav,725411__virgile_loiseau__market-in-a-small-village-calling-motorcycle-horns-people-speaker-near.wav,6.41,1.09,85.05
इ_aug_27.wav,इ_male-1_067.wav,65855__bosone__indian-children-street-voices.wav,13.22,1.02,26.91
इ_aug_28.wav,इ_female-7_014.wav,440148__kevp888__br_061_india_varanasi.mp3,11.27,0.98,13.34
इ_aug_29.wav,इ_female-7_031.wav,518676__psubhashish__bengaluru-is-becoming-busier-post-partial-relaxation-of-covid-19-lockdown-binaural-soundscape.wav,18.09,1.03,273.18
इ_aug_30.wav,इ_female-7_026.wav,465693__nielsvdb__old-delhi-street-ambience-02.wav,17.34,1.09,49.16
इ_aug_31.wav,इ_female-6_055.wav,725637__virgile_loiseau__warehouse-siren-from-a-market-in-a-small-town.wav,7.68,1.09,2.77
इ_aug_32.wav,इ_female-7_015.wav,261867__bohitomi__hindu-ritual-puja-in-the-temple-with-bells.wav,4.44,1.05,58.52
इ_aug_33.wav,इ_female-7_024.wav,562154__anzbot__riding-on-a-bus-in-india.mp3,1.95,1.09,58.46
इ_aug_34.wav,इ_male-3_008.wav,261867__bohitomi__hindu-ritual-puja-in-the-temple-with-bells.wav,4.11,0.92,227.53
इ_aug_35.wav,इ_female-7_029.wav,516655__soundensemble__39-se-4ch-delhi-atmo-street-traffic-horns-walk-hindu-voices-bazaar.wav,0.22,0.98,7.66
इ_aug_36.wav,इ_female-7_017.wav,65855__bosone__indian-children-street-voices.wav,13.30,1.04,17.32
इ_aug_37.wav,इ_female-6_060.wav,423509__martinsadoux__india-small-street-neighbourhood-voices.wav,1.89,1.09,268.23
इ_aug_38.wav,इ_female-7_031.wav,263627__alcappuccino__india-streets-agra-city-horses-children-traffic-pedestrians.wav,16.43,1.10,63.95
